Hr.Stroke.LAABN,Hr.Stroke.C0,Hr.Stroke.C1,Hr.Stroke.C2,Hr.Stroke.C3,Hr.Stroke.C4,Hr.Bleed.lt75.Dab,Hr.Bleed.75over.Dab,Hr.Bleed.lt75.War,Hr.Bleed.75over.War,Hr.Bleed.lt75.Riv,Hr.Bleed.75over.Riv,Hr.Stroke.Dab,Hr.Stroke.War,Hr.Stroke.Riv,Prob.Death.stroke,Prob.DepState.stroke,Prob.IndState.stroke,Prob.Death.Bleed.Dab,Prob.Death.Bleed.War,Prob.Death.Bleed.Riv,Prob.Ich.Bleed.Dab,Prob.Ich.Bleed.War,Prob.Ich.Bleed.Riv,Prob.Nich.Bleed.Dab,Prob.Nich.Bleed.War,Prob.Nich.Bleed.Riv,Prob.Gos2.Ich,Prob.Gos3.Ich,Prob.Gos4.Ich,Prob.Gos5.Ich,Util.DepState.Stroke,Util.IndState.Stroke,Util.Gos2,Util.Gos3,Util.Gos4,Util.Gos5,Util.Nich,Cost.Death.Stroke,Cost.DepState.Inst,Cost.DepState.Cont,Cost.IndState.Inst,Cost.IndState.Cont,Cost.Gos2.Inst,Cost.Gos2.Cont,Cost.Gos3.Inst,Cost.Gos3.Cont,Cost.Gos4.Inst,Cost.Gos4.Cont,Cost.Gos5.Inst,Cost.Gos5.Cont,Cost.Death.Bleed,Cost.Nich,Cost.Dab,Cost.War,Cost.Riv,Sens,Spec,hrProp.C0,hrProp.C1,hrProp.CV0,hrProp.CV1
0.0806,0.011181814,0.019533865,0.03000908,0.046190917,0.062543014,0.021835268,0.050847458,0.034549475,0.053741215,0.036804409,0.039234738,0.220838889,0.284520847,0.221188915,0.239282931,0.557082235,0.203634834,0.091179011,0.091179011,0.091179011,0.10866985,0.10866985,0.10866985,0.800151139,0.800151139,0.800151139,0.106342075,0.121567181,0.083193853,0.688896891,0.482861077,0.818818037,0,0.222768587,0.638713726,0.894255758,0.998738274,2838.227533,2876.630834,5854.810263,548.5698052,3096.072365,48936.60091,50021.32251,10284.96959,33859.17473,25504.6622,0,1273.073413,0,2838.227533,1217.804445,821.25,255.8126229,767,0.939221992,0.349257181,0.11797707,0.200998526,0.000339239,0.034696351
0.08,0.011229679,0.01959573,0.030039878,0.046236691,0.06261303,0.023770039,0.05208764,0.029021559,0.044646548,0.027838901,0.044865592,0.222900423,0.328464506,0.208242246,0.256430242,0.552347009,0.191222749,0.12250035,0.12250035,0.12250035,0.088523574,0.088523574,0.088523574,0.788976076,0.788976076,0.788976076,0.11910984,0.135496162,0.084682708,0.660711289,0.481885963,0.818762788,0,0.228501729,0.639062917,0.891481169,0.999791934,8532.784598,2870.563657,5554.707874,561.533482,3256.961183,44291.96868,49923.56734,11652.27348,33920.19748,25490.89732,0,1248.708868,0,8532.784598,1262.256376,821.25,252.8428641,767,0.96199516,0.358862339,0.068685944,0.162640649,0.000698844,0.10672338
0.0796,0.01135293,0.019930208,0.03018026,0.046317431,0.062853867,0.017689331,0.051674246,0.033720287,0.044233154,0.031746263,0.039081029,0.172169826,0.296176857,0.325079016,0.233826968,0.574313404,0.191859628,0.106403733,0.106403733,0.106403733,0.084943874,0.084943874,0.084943874,0.808652393,0.808652393,0.808652393,0.123622978,0.14428147,0.071231693,0.660863859,0.483858988,0.82101211,0,0.228606766,0.636101997,0.892735026,0.995280063,5602.081602,2725.476191,6708.617234,532.8699729,3097.283018,47974.63489,50135.09435,10507.20732,33952.64553,26321.69635,0,1290.271166,0,5602.081602,1259.639158,821.25,254.7205666,767,0.91607816,0.354110967,0.172856949,0.238153989,0.02246162,0.068939731
0.0834,0.01141179,0.019949631,0.030210885,0.046550048,0.063020142,0.020729685,0.055394791,0.029850746,0.042166184,0.030915746,0.050203457,0.256294773,0.327947229,0.266281835,0.259547935,0.542868159,0.197583907,0.100034473,0.100034473,0.100034473,0.086532811,0.086532811,0.086532811,0.813432716,0.813432716,0.813432716,0.115472582,0.126243848,0.080373975,0.677909596,0.480496365,0.821222844,0,0.222172654,0.638642946,0.892492859,0.994173805,7472.132893,2913.010074,5900.637358,529.95363,3233.722889,41133.48342,49767.81385,11758.28932,33948.9228,28243.32365,0,1243.229829,0,7472.132893,1232.780908,821.25,254.2359776,767,0.921470893,0.339289205,0.040773472,0.276402242,0.00694193,0.097770881
0.0773,0.011443854,0.01996499,0.030229618,0.046712194,0.063352991,0.022940851,0.048780488,0.035655058,0.038859033,0.035861617,0.045982675,0.267090973,0.297435272,0.24476622,0.260327358,0.550608273,0.18906437,0.118725146,0.118725146,0.118725146,0.089622544,0.089622544,0.089622544,0.79165231,0.79165231,0.79165231,0.116409894,0.12348925,0.074860022,0.685240835,0.486056832,0.822036107,0,0.226624224,0.638034274,0.894031968,0.994795296,4791.939101,2841.871223,6606.983557,571.4733982,3103.081581,48812.2798,50219.75882,10084.52879,33885.99621,31037.44815,0,1276.436205,0,4791.939101,1282.626767,821.25,255.1814639,767,0.924727146,0.377663148,0.081794451,0.192876266,0.002362071,0.146949806
0.0842,0.011560383,0.02008297,0.03048018,0.046748104,0.063557052,0.022940851,0.048367094,0.028745163,0.043406366,0.032124422,0.047690086,0.25648528,0.329597363,0.287194963,0.255650818,0.565179986,0.179169196,0.114721235,0.114721235,0.114721235,0.088880597,0.088880597,0.088880597,0.796398168,0.796398168,0.796398168,0.134745136,0.149664633,0.092969276,0.622620956,0.483003639,0.820931535,0,0.226805642,0.637229426,0.893126134,0.994606098,6821.466569,2874.435405,6870.156964,542.3107504,3232.659232,42974.67012,50156.78427,9869.430494,33982.27982,26926.16126,0,1287.48293,0,6821.466569,1250.299012,821.25,258.6905485,767,0.939552441,0.354510402,0.106392518,0.17364541,0.014332635,0.018959902
0.0807,0.011593069,0.02013742,0.030537239,0.046807292,0.063995397,0.021006081,0.054568003,0.038971808,0.049193882,0.027931923,0.042743538,0.17073461,0.287006293,0.31789849,0.258768511,0.525946618,0.215284871,0.087249173,0.087249173,0.087249173,0.079880066,0.079880066,0.079880066,0.832870761,0.832870761,0.832870761,0.119096314,0.132600356,0.068432383,0.679870948,0.485409612,0.819072989,0,0.226727651,0.636388178,0.89713474,0.998602559,4621.679877,2808.407093,5845.8161,532.7890614,3156.367249,41357.14915,50329.98803,9165.93637,33878.20079,28450.34542,0,1264.725042,0,4621.679877,1283.755112,821.25,254.596869,767,0.957734398,0.318810038,0.086198491,0.177744005,0.000508661,0.040952074
0.0808,0.011611393,0.02017251,0.030590263,0.046856269,0.064264652,0.017965727,0.052914427,0.02957435,0.038445639,0.036247687,0.055264677,0.247375479,0.390759996,0.34057625,0.2416212,0.564318185,0.194060615,0.206960175,0.206960175,0.206960175,0.090811921,0.090811921,0.090811921,0.702227904,0.702227904,0.702227904,0.122320894,0.133092569,0.082815465,0.661771072,0.483083318,0.819437879,0,0.225923283,0.636534587,0.894431955,0.99580604,9610.845273,2824.660923,7056.854337,523.6607534,3068.785981,44963.401,50033.69721,9662.084802,33936.40831,33505.97692,0,1252.069355,0,9610.845273,1287.135454,821.25,255.575182,767,0.978592519,0.328740858,0.099441617,0.178838354,0.019822033,0.029821192
0.0808,0.011738065,0.020224548,0.030600543,0.046970337,0.064595839,0.021835268,0.052501033,0.033720287,0.040512609,0.028365576,0.03803105,0.199284269,0.347558794,0.31053994,0.251753702,0.555157436,0.193088861,0.123788005,0.123788005,0.123788005,0.071109103,0.071109103,0.071109103,0.805102891,0.805102891,0.805102891,0.119689852,0.137418942,0.097487891,0.645403315,0.484317226,0.820004838,0,0.226670965,0.639963622,0.892859644,0.994202617,8196.559468,2881.898683,5678.157157,514.3234019,3223.17868,43604.95146,50284.77595,9556.772326,33904.16736,25577.18412,0,1302.030154,0,8196.559468,1270.496923,821.25,258.6658027,767,0.976005622,0.39409776,0.111994824,0.254053224,0.002698332,0.010283005
0.0799,0.011766276,0.020225125,0.030758088,0.047042581,0.064989085,0.019624102,0.0479537,0.02957435,0.040926002,0.032732848,0.044118381,0.26865271,0.314942833,0.351167361,0.251753702,0.552192851,0.196053447,0.116861461,0.116861461,0.116861461,0.116985811,0.116985811,0.116985811,0.766152729,0.766152729,0.766152729,0.112022104,0.157970661,0.074478655,0.65552858,0.483540275,0.822427093,0,0.220270871,0.641921565,0.89389183,0.994372582,8065.443043,2793.44458,5673.733192,532.826782,3006.792804,44687.51206,49788.34,9393.311,33972.65426,24427.68083,0,1267.925583,0,8065.443043,1259.209225,821.25,252.7438908,767,0.979665486,0.311597979,0.134791854,0.21524858,0.005634242,0.127753245
0.0803,0.01177617,0.020231214,0.030868951,0.04707987,0.065281948,0.02238806,0.05208764,0.026257601,0.044233154,0.02845879,0.046755135,0.307757268,0.341114827,0.320898652,0.239282931,0.547879427,0.212837643,0.119358041,0.119358041,0.119358041,0.059090317,0.059090317,0.059090317,0.821551642,0.821551642,0.821551642,0.128849747,0.123533929,0.081029809,0.666586514,0.481637957,0.821207093,0,0.225056265,0.638917474,0.893714935,0.999499299,3561.692984,2928.098091,6539.919906,543.2778083,3328.772809,43786.62122,50024.88034,9767.565561,33942.38458,25319.64581,0,1284.378519,0,3561.692984,1250.346387,821.25,255.125688,767,0.947596551,0.329288324,0.02819778,0.159943319,0.001489743,0.036523413
0.0821,0.01178481,0.020264053,0.030969045,0.047086678,0.065426029,0.023770039,0.04588673,0.025428413,0.040512609,0.032072261,0.04368211,0.141495791,0.324823029,0.192669977,0.24629774,0.565824913,0.187877347,0.155252778,0.155252778,0.155252778,0.135077737,0.135077737,0.135077737,0.709669485,0.709669485,0.709669485,0.121469708,0.144759489,0.080725417,0.653045387,0.485889417,0.819919662,0,0.226405411,0.63853029,0.892408894,0.999697895,7282.651806,2881.398089,6250.28254,543.009628,3267.364439,37695.2969,50282.93244,10577.15679,33931.84678,30683.28612,0,1230.239261,0,7282.651806,1284.701496,821.25,255.4933556,767,0.958923211,0.330802289,0.173474504,0.263482848,0.000137287,0.043683232
0.0823,0.011796631,0.020265273,0.031020854,0.047161106,0.065534648,0.022664456,0.050847458,0.030403538,0.041339396,0.028283108,0.046666918,0.160706997,0.348738555,0.433610102,0.258768511,0.536230655,0.205000833,0.101024023,0.101024023,0.101024023,0.108003129,0.108003129,0.108003129,0.790972848,0.790972848,0.790972848,0.112989303,0.141975266,0.080989907,0.664045524,0.488282921,0.819720653,0,0.221716785,0.637781611,0.893290164,0.996352571,4244.235354,2764.934583,6352.024779,528.2964086,3098.295057,57295.09528,50039.18594,9723.752355,33935.39341,27608.32194,0,1249.638228,0,4244.235354,1263.765934,821.25,257.8415467,767,0.965741768,0.343944028,0.09524972,0.253574557,0.014209691,0.005969999
0.0808,0.011829623,0.020321186,0.031029375,0.047173373,0.065595069,0.02238806,0.049607276,0.031232725,0.042992972,0.036781627,0.046418653,0.192846586,0.32155183,0.290874196,0.245518316,0.560685301,0.193796383,0.10471176,0.10471176,0.10471176,0.08079736,0.08079736,0.08079736,0.81449088,0.81449088,0.81449088,0.119735684,0.124037133,0.065734654,0.690492529,0.483213349,0.8172359,0,0.224133967,0.640491169,0.892903558,0.998555782,6609.861745,2804.279996,6674.598178,526.7660787,3118.412178,44451.85523,50063.26002,10076.66846,33882.93465,22616.32799,0,1307.230368,0,6609.861745,1252.869513,821.25,255.1670117,767,0.885468117,0.363419241,0.069994712,0.241126645,0.027790114,0.201165772
0.0786,0.011839118,0.020322344,0.03115034,0.047323964,0.066041675,0.022940851,0.050434064,0.033720287,0.042992972,0.027476615,0.048269832,0.169723774,0.314236458,0.280012846,0.24629774,0.564300477,0.189401783,0.130602808,0.130602808,0.130602808,0.060372018,0.060372018,0.060372018,0.809025174,0.809025174,0.809025174,0.122415227,0.128800211,0.07247417,0.676310392,0.481174985,0.82020642,0,0.228463346,0.640293807,0.89402853,0.996462564,4610.336834,2762.495246,6976.173703,555.7747686,3254.402075,45953.63526,50481.90131,8946.285202,33985.07681,28161.05367,0,1243.802902,0,4610.336834,1288.21791,821.25,257.3480689,767,0.962899094,0.3474852,0.066560967,0.211021892,0.041350287,0.014392214
0.0798,0.011877488,0.020443657,0.031223566,0.047332976,0.066083129,0.021558872,0.046713518,0.026533997,0.038445639,0.027634429,0.042512327,0.255601789,0.326023978,0.259827664,0.251753702,0.553530676,0.194715622,0.092145628,0.092145628,0.092145628,0.104084625,0.104084625,0.104084625,0.803769747,0.803769747,0.803769747,0.127928238,0.125112624,0.084400793,0.662558345,0.483992896,0.819707378,0,0.228852995,0.635856801,0.894447551,0.997673043,7294.06146,2754.166471,5984.96648,530.8696633,2921.449214,44192.23898,49950.72763,10424.25898,33901.67323,29168.78514,0,1270.839824,0,7294.06146,1241.912037,821.25,257.7113963,767,0.919237614,0.330153308,0.107098599,0.218251662,0.050358238,0.140514166
0.078,0.011883062,0.020487368,0.031237359,0.047341569,0.066190052,0.021282477,0.045059942,0.0328911,0.041339396,0.03241737,0.05273927,0.240116386,0.358169117,0.435141332,0.247856586,0.57345352,0.178689894,0.142415276,0.142415276,0.142415276,0.070968302,0.070968302,0.070968302,0.786616422,0.786616422,0.786616422,0.095036229,0.158826646,0.09196035,0.654176776,0.482291057,0.820983087,0,0.223614995,0.63544192,0.892504792,0.995592189,6092.756597,2878.219853,6269.968707,565.6165158,3130.455604,47976.53732,49936.60855,9247.416446,33858.32005,31066.51775,0,1238.369393,0,6092.756597,1248.225796,821.25,256.114037,767,0.909666278,0.357383911,0.051409611,0.166743684,0.005327746,0.046635312
0.0739,0.01189387,0.020516187,0.031303675,0.047368451,0.066196364,0.020176893,0.051674246,0.027915976,0.052501033,0.030975065,0.046008445,0.207914387,0.377497505,0.38902297,0.260327358,0.533008628,0.206664015,0.128958778,0.128958778,0.128958778,0.065522309,0.065522309,0.065522309,0.805518913,0.805518913,0.805518913,0.103255131,0.117668333,0.093765273,0.685311262,0.487348988,0.818809357,0,0.226761319,0.638291175,0.893196177,0.996315825,10042.35668,2855.238049,6681.789197,547.6633045,3253.83103,47012.20943,49666.79613,9133.314225,33937.92675,33199.22577,0,1262.356246,0,10042.35668,1248.171194,821.25,256.6514577,767,0.932618729,0.340041075,0.054265372,0.243715254,0.037933897,0.054743394
0.0784,0.011895232,0.02053172,0.031401872,0.047512954,0.066198128,0.017965727,0.039685821,0.033443892,0.044233154,0.027174223,0.055506584,0.189758392,0.445575017,0.266431147,0.256430242,0.535132447,0.208437312,0.137454067,0.137454067,0.137454067,0.093022856,0.093022856,0.093022856,0.769523077,0.769523077,0.769523077,0.120287953,0.129918156,0.069596762,0.680197129,0.488818032,0.817654976,0,0.222813034,0.636802879,0.893905688,0.996697381,7480.54747,2791.198516,6054.153597,543.4910103,3082.426588,44525.4236,49844.93188,10368.70814,33934.52752,30137.16399,0,1247.073484,0,7480.54747,1228.742674,821.25,252.8601515,767,0.957146484,0.36560805,0.265948638,0.319485096,0.047962643,0.015624669
0.0793,0.011961274,0.020541792,0.031473743,0.047537956,0.066250386,0.024046434,0.055394791,0.031785517,0.040926002,0.029551793,0.046339612,0.291955326,0.295748042,0.233365078,0.235385814,0.565455112,0.199159074,0.120164812,0.120164812,0.120164812,0.052966527,0.052966527,0.052966527,0.826868661,0.826868661,0.826868661,0.117545938,0.150520977,0.075254569,0.656678517,0.486310398,0.819142734,0,0.22430832,0.636484322,0.894375593,0.998475379,6250.007153,2791.547632,6292.929685,534.0174647,3219.550567,46579.86823,49962.35469,10529.18103,33940.14095,29767.73505,0,1278.398427,0,6250.007153,1264.068408,821.25,252.4407329,767,0.950678587,0.349398804,0.213798435,0.279138938,2.53E-05,0.008106791
0.0823,0.012009854,0.020552344,0.031478099,0.047738195,0.066253651,0.022940851,0.049607276,0.027086788,0.050847458,0.037071245,0.030890012,0.266101685,0.321468907,0.298692062,0.2416212,0.556663082,0.201715718,0.113257195,0.113257195,0.113257195,0.091636354,0.091636354,0.091636354,0.795106451,0.795106451,0.795106451,0.112076775,0.13269513,0.069690093,0.685538002,0.481325589,0.821106406,0,0.227552006,0.638678981,0.893343096,0.998629542,11906.63937,2885.270238,5621.375919,530.2396124,3193.280249,46502.9618,50056.39649,9861.541535,33906.78466,25039.08496,0,1202.104535,0,11906.63937,1241.874835,821.25,257.1077684,767,0.927793096,0.329491822,0.17710964,0.223943727,0.000498736,0.0084092
0.0797,0.012061932,0.020653567,0.031483168,0.047764412,0.066724716,0.023217247,0.050847458,0.031232725,0.04588673,0.028802637,0.04800711,0.206346995,0.340777788,0.246248231,0.236944661,0.592663658,0.170391681,0.144600245,0.144600245,0.144600245,0.086476195,0.086476195,0.086476195,0.768923559,0.768923559,0.768923559,0.128786249,0.156601187,0.069797034,0.644815529,0.485283992,0.821174399,0,0.223334028,0.637615658,0.89154362,0.997340012,10000.84717,2829.752367,6941.266976,514.8872405,3329.329134,42693.29182,50230.15852,11233.74255,33864.05172,27499.25497,0,1256.439744,0,10000.84717,1224.008648,821.25,252.5406091,767,0.940715971,0.398987555,0.100900678,0.260878921,0.000211544,0.185824397
0.083,0.012163519,0.020658333,0.031570855,0.047866133,0.066732146,0.01907131,0.048367094,0.02957435,0.047540306,0.036029924,0.037429775,0.20305323,0.299202022,0.369991205,0.250194856,0.563075438,0.186729706,0.099382797,0.099382797,0.099382797,0.098830479,0.098830479,0.098830479,0.801786724,0.801786724,0.801786724,0.105523394,0.125290686,0.082643228,0.686542693,0.484912959,0.819636391,0,0.226066834,0.638699438,0.892363278,0.9970553,4785.201717,2738.132008,5910.686821,536.2260606,3214.291668,50954.22724,49934.01343,9793.801672,33860.77274,27662.17937,0,1268.8648,0,4785.201717,1281.735359,821.25,258.7984905,767,0.953461992,0.371810766,0.062360968,0.193647463,0.014744693,0.045241218
0.0769,0.012169464,0.020837204,0.031605101,0.04788787,0.066762835,0.020453289,0.053327821,0.029850746,0.049193882,0.029307004,0.036508487,0.237055192,0.344565558,0.23449633,0.257209665,0.56313822,0.179652115,0.139136371,0.139136371,0.139136371,0.057507692,0.057507692,0.057507692,0.803355937,0.803355937,0.803355937,0.106885135,0.151602364,0.063707704,0.677804796,0.480500729,0.819069103,0,0.222304111,0.637156746,0.893728082,0.99760927,12578.58857,2872.708616,5912.337412,530.4810497,3333.221244,44991.85184,50056.195,10681.66634,33919.11752,26839.26488,0,1253.015928,0,12578.58857,1256.265597,821.25,252.6712813,767,0.940691982,0.389772972,0.029250843,0.207772307,0.204226393,0.066020287
